"BAGILLT LEAD WORKS",,,,,,,,,,,,
Grid ref,SJ213761,Long,-3.181684,Lat,53.276018,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.44,4.67,2.19,2.44,2.05,1.08,4.30,0.75,,1.38,,
February,2.52,2.13,1.51,2.01,3.41,1.26,1.65,1.70,,0.78,,
March,1.03,2.66,1.29,4.00,1.82,3.09,2.12,1.86,,2.38,,
April,1.58,3.39,2.32,2.48,1.08,2.17,0.83,0.97,,2.49,,
May,1.39,1.80,2.95,2.46,1.75,0.58,1.68,2.07,,0.53,,
June,1.67,2.57,2.10,1.12,1.33,2.27,0.92,3.07,,1.70,,
July,3.71,1.40,1.75,3.24,2.20,2.90,0.66,1.70,,2.18,,
August,8.01,2.40,3.45,3.23,3.49,3.15,1.93,2.06,,3.60,,
September,1.16,0.84,0.93,3.65,1.84,1.22,1.83,0.64,,2.02,,
October,4.41,2.26,3.67,7.08,1.01,1.90,5.03,4.71,,4.66,,
November,2.69,3.25,1.58,2.46,1.60,3.56,1.80,1.27,,2.03,,
December,5.56,3.09,2.39,1.80,2.20,1.24,3.52,1.17,,5.24,,
Total,37.17,30.46,26.13,35.97,23.78,24.42,26.27,21.97,28.00,28.99,,
Calc annual,37.17,30.46,26.13,35.97,23.78,24.42,26.27,21.97,0.00,28.99,,
Difference,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,28.00,-0.00,,
