"TETBURY COLLEGIATE SCHOOL",,,,,,,,,,,,
Grid ref,ST889933,Long,-2.161792,Lat,51.638393,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.88,,,,,,,,,,,
February,6.17,,,,,,,,,,,
March,0.75,,,,,,,,,,,
April,0.35,,,,,,,,,,,
May,2.64,,,,,,,,,,,
June,2.02,,,,,,,,,,,
July,0.88,,,,,,,,,,,
August,,,,,,,,,,,,
September,0.36,,,,,,,,,,,
October,3.24,,,,,,,,,,,
November,2.97,,,,,,,,,,,
December,1.84,,,,,,,,,,,
Total,,,,,,,,,,,,
Calc annual,26.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
