"REIGATE, THE GAS WORKS",,,,,,,,,,,,
Grid ref,TQ250507,Long,-0.210651,Lat,51.241791,,,,,,,
Station no,ZZ999,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,1.26,,
February,,,,,,,,,,0.61,,
March,,,,,,,,,,3.62,,
April,,,,,,,,,,1.92,,
May,,,,,,,,,,1.87,,
June,,,,,,,,,,2.74,,
July,,,,,,,,,,3.97,,
August,,,,,,,,,,2.36,,
September,,,,,,,,,,3.46,,
October,,,,,,,,,,4.54,,
November,,,,,,,,,,0.99,,
December,,,,,,,,,,3.89,,
Total,,,,,,,,,,31.23,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.23,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
