"BURNLEY CANT CLOUGH S. SIDE",,,,,,,,,,,,
Grid ref,SD8941130655,Long,-2.162141,Lat,53.772125,,,,,,,
Station no,2959,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,5.33,2.88,3.57,4.97,4.98,1.85,7.35,1.74,3.18,2.47,,
February,4.72,2.17,1.50,4.96,5.47,2.62,3.41,2.12,2.77,2.48,,
March,0.85,3.41,2.66,6.92,2.68,4.02,2.96,3.03,3.48,3.55,,
April,2.20,2.81,2.53,2.57,2.81,3.67,1.35,2.40,2.93,3.93,,
May,2.46,1.37,3.64,3.45,3.27,0.90,3.63,3.78,2.63,2.52,,
June,4.14,1.71,1.61,1.92,1.10,3.05,2.32,5.84,2.05,3.16,,
July,3.69,1.77,3.44,4.21,2.82,2.62,1.88,2.92,5.06,6.23,,
August,5.16,2.21,3.46,4.94,5.69,4.46,4.02,3.50,4.47,3.41,,
September,1.34,1.59,1.82,6.04,1.53,2.95,1.32,0.75,4.58,2.66,,
October,5.42,3.77,4.45,11.57,1.84,4.03,7.11,5.79,2.27,5.45,,
November,4.05,5.96,3.29,2.77,3.36,5.25,4.91,2.72,3.45,1.78,,
December,5.01,5.64,4.53,3.48,3.85,1.03,3.56,4.90,3.32,6.12,,
Total,44.37,35.29,36.50,57.80,39.40,36.45,43.82,39.49,40.19,43.76,,
Calc annual,44.37,35.29,36.50,57.80,39.40,36.45,43.82,39.49,40.19,43.76,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,-0.00,0.00,,
