"BREADSALL PRIORY",,,,,,,,,,,,
Grid ref,SK381414,Long,-1.434152,Lat,52.968612,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.90,1.78,1.22,1.93,,,,,,,,
February,3.77,1.33,1.83,0.96,,,,,,,,
March,0.68,2.10,1.62,3.38,,,,,,,,
April,1.14,1.52,2.09,1.75,,,,,,,,
May,1.67,1.14,2.72,3.43,,,,,,,,
June,3.90,1.95,1.62,1.20,,,,,,,,
July,4.63,3.90,1.37,1.97,,,,,,,,
August,4.88,1.63,2.72,4.78,,,,,,,,
September,0.77,0.90,1.28,2.80,,,,,,,,
October,2.68,1.83,2.68,5.74,,,,,,,,
November,2.54,2.25,1.78,2.10,,,,,,,,
December,4.27,5.70,1.70,1.19,,,,,,,,
Total,34.83,26.03,22.63,31.23,,,,,,,,
Calc annual,34.83,26.03,22.63,31.23,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
