"BAGTHORPE ISOLATION HOSPITAL",,,,,,,,,,,,
Grid ref,SK563439,Long,-1.162752,Lat,52.989485,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,3.91,1.07,1.27,1.15,,
February,,,,,,,2.23,1.71,1.53,0.69,,
March,,,,,,,1.83,1.36,2.91,3.07,,
April,,,,,,,0.42,2.26,2.18,1.31,,
May,,,,,,,0.98,3.34,2.37,1.22,,
June,,,,,,,1.64,2.83,1.88,2.67,,
July,,,,,,,0.09,2.48,3.15,3.51,,
August,,,,,,,0.82,2.18,3.50,2.80,,
September,,,,,,,0.42,0.89,1.62,3.12,,
October,,,,,,,5.34,4.48,1.04,2.27,,
November,,,,,,,2.70,2.33,1.40,0.42,,
December,,,,,,,2.51,2.89,1.42,3.68,,
Total,,,,,,,22.89,27.82,24.27,25.91,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,22.89,27.82,24.27,25.91,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,,
