"STYEHEAD TARN",,,,,,,,,,,,
Grid ref,NY220097,Long,-3.205235,Lat,54.476638,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,15.90,-999.00,,21.55,19.25,8.65,21.65,8.15,20.00,10.00,,
February,6.00,,-999.00,23.55,,8.95,-999.00,9.10,9.55,10.00,,
March,0.85,-999.00,8.40,27.05,-999.00,17.10,9.40,12.25,11.00,4.20,,
April,8.15,,5.43,4.60,14.95,16.00,3.50,8.70,4.30,5.00,,
May,8.90,3.80,6.35,9.50,9.30,10.50,20.65,10.65,9.60,5.10,,
June,10.75,9.20,2.35,3.85,4.40,7.35,4.50,24.85,9.75,2.40,,
July,5.90,3.00,9.70,14.90,7.85,8.70,10.50,5.90,10.85,16.30,,
August,15.50,15.50,9.60,23.70,11.25,13.50,14.20,16.45,13.20,8.20,,
September,13.60,12.90,6.20,13.00,10.15,11.50,4.20,2.25,17.30,3.60,,
October,15.40,18.15,12.60,27.40,12.90,14.85,17.10,17.25,5.80,15.00,,
November,10.70,20.00,11.00,,16.30,15.30,15.45,11.25,12.00,7.40,,
December,26.15,13.20,16.05,-999.00,16.90,13.90,11.10,21.65,12.50,21.60,,
Total,137.80,124.05,105.48,194.60,148.65,146.30,141.65,148.45,135.85,108.80,,
Calc annual,137.80,95.75,87.68,169.10,123.25,146.30,132.25,148.45,135.85,108.80,,
Difference,0.00,28.30,17.80,25.50,25.40,0.00,9.40,-0.00,0.00,-0.00,,
