"LEICESTER HUMBERSTONE ASYLUM",,,,,,,,,,,,
Grid ref,SK616062,Long,-1.090906,Lat,52.650044,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.27,0.83,0.72,1.67,2.32,0.62,3.23,0.96,1.12,0.89,,
February,3.63,1.05,1.41,0.65,2.30,0.60,2.11,1.15,1.14,0.64,,
March,0.66,1.73,1.26,2.57,1.67,2.45,1.57,1.21,2.36,2.70,,
April,0.85,1.47,1.93,1.59,1.05,1.69,0.58,1.91,2.62,1.20,,
May,1.50,1.20,2.45,2.27,2.47,0.29,1.57,3.12,1.68,1.35,,
June,3.02,2.22,2.30,1.77,0.40,2.82,3.27,2.18,1.67,2.89,,
July,2.11,3.78,1.15,2.21,3.38,1.02,0.82,2.88,3.58,3.33,,
August,3.54,1.44,4.85,3.90,4.06,3.21,1.18,2.32,2.96,3.03,,
September,0.39,1.34,1.15,2.18,1.70,2.68,0.91,0.94,1.44,2.80,,
October,1.94,1.19,2.09,5.26,0.69,1.53,3.83,4.49,1.16,3.37,,
November,2.12,0.92,1.30,1.45,1.11,2.29,3.29,2.10,0.88,0.65,,
December,3.48,3.84,0.97,1.46,1.59,0.77,2.45,2.86,1.52,3.90,,
Total,26.51,21.01,21.58,26.98,22.74,19.97,24.81,26.12,22.13,26.75,,
Calc annual,26.51,21.01,21.58,26.98,22.74,19.97,24.81,26.12,22.13,26.75,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
