"CHIPPENHAM, SECONDARY SCHOOL",,,,,,,,,,,,
Grid ref,ST922737,Long,-2.113666,Lat,51.462218,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,,,
February,,,,,,,,,,,,
March,,,,,,,,,,,,
April,,,,,,,,,,,,
May,,,,,,,,,,1.44,,
June,,,,,,,,,,2.88,,
July,,,,,,,,,,2.51,,
August,,,,,,,,,,2.81,,
September,,,,,,,,,,3.23,,
October,,,,,,,,,,4.30,,
November,,,,,,,,,,0.89,,
December,,,,,,,,,,4.05,,
Total,,,,,,,,,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.11,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
