"CALNE COMPTON BASSETT GARDENS",,,,,,,,,,,,
Grid ref,SU030717,Long,-1.958224,Lat,51.444283,,,,,,,
Station no,1493,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.25,1.57,1.38,3.41,3.80,0.67,4.92,1.09,1.73,0.92,,
February,5.81,1.34,1.10,1.70,3.53,0.66,2.70,1.51,1.57,0.58,,
March,1.66,2.45,1.68,4.24,1.46,4.01,1.76,0.98,3.66,4.11,,
April,1.96,2.50,1.72,2.96,1.57,2.44,0.95,3.66,3.09,1.52,,
May,1.64,1.80,2.22,4.17,2.65,0.22,2.10,2.45,2.02,1.19,,
June,1.98,2.36,2.65,4.89,1.24,3.60,2.59,3.12,0.67,2.68,,
July,1.73,2.79,1.02,2.78,3.90,0.95,1.17,2.57,2.61,2.13,,
August,2.93,2.24,3.39,3.88,2.43,4.03,1.95,2.16,3.74,2.57,,
September,0.87,1.77,1.41,2.75,1.64,1.57,0.98,0.90,2.01,2.80,,
October,3.11,1.90,1.83,6.71,1.02,1.76,6.00,6.54,1.39,5.91,,
November,2.78,0.97,2.54,2.14,1.76,3.66,4.33,2.38,1.38,0.78,,
December,5.15,5.80,2.19,2.18,2.24,1.15,2.01,5.10,2.46,4.04,,
Total,32.87,27.49,23.13,41.81,27.24,24.72,31.46,32.46,26.33,29.23,,
Calc annual,32.87,27.49,23.13,41.81,27.24,24.72,31.46,32.46,26.33,29.23,,
Difference,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,,
