"EARLSBURN RESERVOIR",,,,,,,,,,,,
Grid ref,NS702893,Long,-4.087144,Lat,56.078839,,,,,,,
Station no,5353,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,6.50,3.00,5.10,11.30,5.20,2.40,9.70,4.50,8.10,8.15,,
February,3.30,1.51,2.00,8.50,4.63,2.50,3.08,5.50,2.70,2.40,,
March,2.50,2.55,3.57,10.90,3.17,6.20,5.01,6.13,7.10,4.50,,
April,3.28,4.35,2.05,1.27,5.60,3.25,2.12,3.58,1.90,5.15,,
May,3.42,2.93,3.15,3.30,4.80,2.90,7.16,6.85,3.95,5.00,,
June,6.30,4.63,2.20,3.40,3.17,1.30,2.25,7.50,4.05,3.06,,
July,3.40,3.60,4.70,3.40,3.73,2.80,3.45,3.97,4.50,5.00,,
August,4.90,4.50,3.62,7.75,7.30,7.64,6.10,8.15,7.25,4.35,,
September,5.30,5.43,4.20,4.50,6.30,3.50,3.00,1.00,9.25,3.00,,
October,6.80,5.18,4.45,11.60,3.40,4.14,7.40,9.30,2.90,10.84,,
November,6.80,3.40,5.10,2.90,2.10,7.80,5.70,5.10,5.85,3.50,,
December,10.85,5.50,8.30,4.20,6.17,7.23,3.75,8.40,7.25,5.60,,
Total,63.35,46.58,48.44,73.02,55.57,51.66,58.72,69.98,64.80,60.55,,
Calc annual,63.35,46.58,48.44,73.02,55.57,51.66,58.72,69.98,64.80,60.55,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,,
