"SARNESFIELD RECTORY",,,,,,,,,,,,
Grid ref,SO368509,Long,-2.925151,Lat,52.152748,,,,,,,
Station no,2237,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,0.85,4.17,1.13,0.71,0.97,,
February,,,,,,0.92,1.45,0.83,0.89,0.46,,
March,,,,,,3.24,1.20,0.43,2.78,3.00,,
April,,,,,,2.15,0.50,2.51,3.17,1.87,,
May,,,,,,0.89,1.90,2.99,1.71,0.92,,
June,,,,,,3.07,2.15,1.92,1.09,2.18,,
July,,,,,,0.91,0.58,3.24,1.98,2.57,,
August,,,,,,5.16,1.25,1.77,3.66,1.29,,
September,,,,,,0.92,0.95,0.44,1.59,3.40,,
October,,,,,,1.03,3.74,6.89,1.84,3.41,,
November,,,,,,3.80,2.93,2.36,1.42,0.53,,
December,,,,,,0.56,1.58,2.72,2.58,4.82,,
Total,,,,,,23.50,22.40,27.23,23.42,25.42,,
Calc annual,0.00,0.00,0.00,0.00,0.00,23.50,22.40,27.23,23.42,25.42,,
Difference,NaN,NaN,NaN,NaN,NaN,-0.00,0.00,0.00,0.00,0.00,,
