"MATLOCK ROCKSIDE",,,,,,,,,,,,
Grid ref,SK301609,Long,-1.551449,Lat,53.144401,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,1.13,1.39,1.46,,
February,,,,,,,,2.71,2.42,0.96,,
March,,,,,,,,1.76,3.67,5.16,,
April,,,,,,,,2.13,3.21,1.70,,
May,,,,,,,,3.91,2.98,2.10,,
June,,,,,,,2.27,4.64,1.87,3.06,,
July,,,,,,,1.56,2.58,2.81,3.67,,
August,,,,,,,1.84,2.88,3.92,2.58,,
September,,,,,,,0.86,0.50,2.68,2.42,,
October,,,,,,,7.03,5.81,1.20,5.15,,
November,,,,,,,3.82,3.15,1.71,0.77,,
December,,,,,,,2.97,2.87,2.53,6.56,,
Total,,,,,,,,34.07,30.39,35.59,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,20.35,34.07,30.39,35.59,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,,
