"PENRITH BRUNSWICK ROAD SCHOOL",,,,,,,,,,,,
Grid ref,NY513302,Long,-2.756528,Lat,54.664514,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,2.98,,
February,,,,,,,,,,2.79,,
March,,,,,,,,,,2.77,,
April,,,,,,,,,,2.19,,
May,,,,,,,,,,1.39,,
June,,,,,,,,,,2.31,,
July,,,,,,,,,,3.89,,
August,,,,,,,,,,2.56,,
September,,,,,,,,,,2.03,,
October,,,,,,,,,,4.62,,
November,,,,,,,,,,1.54,,
December,,,,,,,,,,3.53,,
Total,,,,,,,,,,32.60,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.60,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
