"PRESTON CORPORATION OFFICES",,,,,,,,,,,,
Grid ref,SD542304,Long,-2.696314,Lat,53.767920,,,,,,,
Station no,2955,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.61,2.21,3.07,3.28,3.23,2.13,4.26,1.33,2.69,2.23,,
February,3.25,1.26,1.74,3.56,3.45,1.51,2.94,1.98,2.44,1.29,,
March,0.64,2.92,2.46,3.79,2.61,2.84,3.18,3.37,2.41,2.86,,
April,1.98,1.95,1.88,1.55,2.39,2.16,1.38,1.28,1.47,3.62,,
May,1.77,0.74,3.27,3.64,1.90,0.73,4.39,3.90,3.21,1.91,,
June,2.17,1.85,1.33,1.82,2.13,2.93,1.61,8.34,1.86,2.75,,
July,1.60,1.08,3.43,3.70,1.19,2.51,1.74,4.78,4.54,5.43,,
August,4.93,2.61,3.05,4.75,4.75,3.07,3.86,4.63,4.24,3.42,,
September,2.96,1.06,1.38,5.43,1.08,2.88,1.61,0.97,4.87,2.52,,
October,6.10,3.35,3.85,7.20,3.14,3.34,6.35,3.40,2.31,5.48,,
November,3.25,6.80,1.50,3.46,2.93,3.86,2.95,3.02,3.58,1.73,,
December,4.03,3.25,3.05,2.43,2.60,1.05,3.76,4.15,2.49,6.21,,
Total,37.29,29.08,30.01,44.61,31.40,29.01,38.03,41.15,36.11,39.45,,
Calc annual,37.29,29.08,30.01,44.61,31.40,29.01,38.03,41.15,36.11,39.45,,
Difference,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
