"BAGSHOT HALL GROVE",,,,,,,,,,,,
Grid ref,SU919642,Long,-0.681205,Lat,51.369435,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.14,1.38,0.81,2.67,3.21,0.80,3.98,,,,,
February,4.60,1.92,1.09,1.20,3.10,0.89,1.93,,,,,
March,1.20,2.09,2.07,3.05,1.49,4.04,1.57,,,,,
April,0.84,1.99,1.04,2.44,1.41,1.87,0.63,,,,,
May,1.53,0.67,2.37,3.25,3.25,0.97,2.16,,,,,
June,2.56,1.63,3.71,6.86,0.80,4.39,2.62,,,,,
July,1.03,2.19,1.03,4.08,2.28,0.44,,,,,,
August,2.66,2.17,3.22,3.22,1.79,3.05,,,,,,
September,0.64,1.19,1.09,2.43,1.67,2.10,,,,,,
October,2.12,2.40,1.65,7.77,1.58,1.58,,,,,,
November,2.30,0.57,2.52,1.89,1.66,3.12,,,,,,
December,3.04,3.76,1.51,2.42,2.64,0.87,,,,,,
Total,25.66,21.96,22.11,41.28,24.88,24.12,,,,,,
Calc annual,25.66,21.96,22.11,41.28,24.88,24.12,12.89,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,NaN,NaN,NaN,NaN,,
