"CRAWLEY",,,,,,,,,,,,
Grid ref,TQ265355,Long,-0.194517,Lat,51.104851,,,,,,,
Station no,ZZ999,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,1.38,0.94,2.39,,,,,,,,
February,,1.99,1.51,1.37,,,,,,,,
March,,3.59,1.90,3.01,,,,,,,,
April,,2.49,1.21,1.88,,,,,,,,
May,,2.37,2.10,2.74,,,,,,,,
June,,1.26,2.89,4.16,,,,,,,,
July,,2.02,1.92,3.04,,,,,,,,
August,,1.72,3.85,4.23,,,,,,,,
September,,2.05,1.04,3.08,,,,,,,,
October,,2.80,2.57,7.81,,,,,,,,
November,,0.59,3.10,2.41,,,,,,,,
December,,5.32,1.37,2.15,,,,,,,,
Total,,27.58,24.40,38.27,,,,,,,,
Calc annual,0.00,27.58,24.40,38.27,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,-0.00,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
