"BURNHOPE SALLY GRAIN TOP",,,,,,,,,,,,
Grid ref,NY791388,Long,-2.326170,Lat,54.743723,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,3.88,,,,,,,,,,
February,,1.80,,,,,,,,,,
March,,3.57,,,,,,,,,,
April,,2.43,,,,,,,,,,
May,,1.52,,,,,,,,,,
June,,3.13,,,,,,,,,,
July,,2.25,,,,,,,,,,
August,,3.05,,,,,,,,,,
September,,2.30,,,,,,,,,,
October,,3.92,,,,,,,,,,
November,5.93,7.40,,,,,,,,,,
December,8.12,4.38,,,,,,,,,,
Total,,39.63,,,,,,,,,,
Calc annual,14.05,39.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
