"BIRDSALL GARDENS",,,,,,,,,,,,
Grid ref,SE815648,Long,-0.755994,Lat,54.072693,,,,,,,
Station no,3386,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,0.67,1.42,0.86,,
February,,,,,,,,1.58,1.79,1.45,,
March,,,,,,,,1.24,3.68,5.04,,
April,,,,,,,,1.67,2.86,2.76,,
May,,,,,,,,3.45,2.09,1.57,,
June,,,,,,,,3.07,0.90,2.26,,
July,,,,,,,,1.31,2.78,3.32,,
August,,,,,,,,2.61,2.52,3.57,,
September,,,,,,,,0.63,2.01,1.57,,
October,,,,,,,,5.57,1.22,3.15,,
November,,,,,,,,2.69,1.69,1.03,,
December,,,,,,,,4.30,2.34,5.07,,
Total,,,,,,,,28.79,25.30,31.65,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.79,25.30,31.65,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,0.00,0.00,,
