"MERTHYR TYDFIL MARDY ISOLATION HOSPITAL",,,,,,,,,,,,
Grid ref,SO051064,Long,-3.376056,Lat,51.748231,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,,,
February,,,,,,,,,,,,
March,,,,,,,,,,,,
April,,,,,,,,,,,,
May,,,,,,,,,,,,
June,,,,,,,,,,,,
July,,,,,,,,,,2.78,,
August,,,,,,,,,,2.12,,
September,,,,,,,,,,5.37,,
October,,,,,,,,,,11.94,,
November,,,,,,,,,,2.39,,
December,,,,,,,,,,9.66,,
Total,,,,,,,,,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.26,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
