"PERTH KINFAUNS CASTLE GARDEN",,,,,,,,,,,,
Grid ref,NO150226,Long,-3.378315,Lat,56.388002,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.98,,,4.25,,,,,,,,
February,3.06,,,3.44,,,,,,,,
March,1.17,,,4.23,,,,,,,,
April,1.66,,,0.87,,,,,,,,
May,1.64,,,1.19,,,,,,,,
June,2.60,,,1.80,,,,,,,,
July,3.35,,,4.29,,,,,,,,
August,4.35,,,4.53,,,,,,,,
September,2.27,,,2.22,,,,,,,,
October,3.63,,,5.66,,,,,,,,
November,4.34,,,1.05,,,,,,,,
December,4.07,,,2.63,,,,,,,,
Total,36.12,,,36.16,,,,,,,,
Calc annual,36.12,0.00,0.00,36.16,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
