"MORDEN STEEL HAWES",,,,,,,,,,,,
Grid ref,TQ259686,Long,-0.191448,Lat,51.402466,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.37,1.12,0.68,2.04,3.19,1.02,3.78,,,,,
February,4.80,1.87,0.80,1.03,3.61,0.82,1.89,,,,,
March,0.94,2.01,1.54,1.57,1.32,3.37,1.31,,,,,
April,1.03,1.99,0.65,1.72,1.15,1.77,0.53,,,,,
May,1.33,0.65,2.17,3.20,2.59,0.55,1.39,,,,,
June,2.70,1.87,4.59,6.07,0.64,5.43,2.59,,,,,
July,1.21,3.03,1.27,3.92,1.56,0.79,0.44,,,,,
August,2.43,1.93,3.03,4.32,1.77,2.92,0.90,,,,,
September,0.73,1.34,1.51,3.04,0.96,1.96,2.36,,,,,
October,1.66,3.52,1.34,5.04,1.77,1.20,,,,,,
November,1.90,0.50,1.49,2.11,1.43,3.45,,,,,,
December,2.09,3.36,1.24,1.36,2.22,0.74,,,,,,
Total,24.19,23.19,20.31,35.42,22.21,24.02,,,,,,
Calc annual,24.19,23.19,20.31,35.42,22.21,24.02,15.19,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,,
