"PENGAM GELLIGAER CO SCHOOL",,,,,,,,,,,,
Grid ref,ST152977,Long,-3.227674,Lat,51.671648,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,5.91,3.40,,,,,,,,,,
February,9.21,,,,,,,,,,,
March,2.04,,,,,,,,,,,
April,1.97,5.58,,,,,,,,,,
May,3.51,,,,,,,,,,,
June,,,,,,,,,,,,
July,,,,,,,,,,,,
August,,,,,,,,,,,,
September,1.81,,,,,,,,,,,
October,6.69,,,,,,,,,,,
November,6.15,,,,,,,,,,,
December,,,,,,,,,,,,
Total,,,,,,,,,,,,
Calc annual,37.29,8.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
