"TODMORDEN FIELDEN HOSPITAL",,,,,,,,,,,,
Grid ref,SD965244,Long,-2.054511,Lat,53.716002,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,7.78,3.78,3.55,5.05,5.17,1.84,7.71,2.27,3.69,3.58,,
February,5.57,1.78,2.47,4.83,5.77,2.57,4.87,3.86,3.56,2.41,,
March,1.23,5.35,2.62,7.06,3.17,4.01,3.65,4.14,4.31,3.43,,
April,3.32,2.83,2.55,2.75,2.52,4.12,1.95,2.59,2.38,3.61,,
May,1.89,2.01,3.41,3.88,3.31,0.77,3.59,4.28,2.38,2.19,,
June,5.51,1.69,1.44,1.03,1.48,3.07,1.51,6.94,1.82,2.28,,
July,2.54,2.14,2.84,4.95,2.08,2.19,2.65,2.90,4.31,5.19,,
August,7.13,2.33,3.61,5.72,6.33,6.06,3.97,3.78,3.87,3.06,,
September,1.52,1.62,2.26,5.91,1.86,2.87,1.18,0.68,3.79,2.41,,
October,6.40,3.56,4.80,11.44,1.75,3.71,8.14,6.04,2.32,5.66,,
November,4.67,7.54,3.45,2.90,3.95,5.17,5.26,3.39,3.05,1.85,,
December,6.75,8.55,4.81,3.19,3.77,0.91,5.35,4.68,3.48,7.41,,
Total,54.31,43.18,37.81,58.71,41.16,37.29,49.83,45.55,38.96,43.08,,
Calc annual,54.31,43.18,37.81,58.71,41.16,37.29,49.83,45.55,38.96,43.08,,
Difference,-0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,,
