"WOOTTON BASSETT THE LIME KILN",,,,,,,,,,,,
Grid ref,SU070830,Long,-1.900449,Lat,51.545852,,,,,,,
Station no,ZZ999,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.67,1.44,1.05,3.41,3.26,0.44,4.08,0.99,1.17,0.94,,
February,4.51,0.95,0.85,1.55,3.01,0.48,2.36,1.41,0.84,0.42,,
March,0.80,2.42,1.56,3.73,1.29,3.71,1.73,0.82,3.00,3.65,,
April,1.32,2.20,1.83,2.29,1.39,2.52,0.81,3.68,2.39,1.41,,
May,1.68,1.66,1.97,4.78,2.44,0.21,1.88,2.11,1.68,1.55,,
June,2.00,2.04,2.92,6.37,1.12,4.49,3.75,2.12,0.62,3.23,,
July,1.01,2.01,1.11,2.52,3.32,0.63,0.98,2.75,2.44,2.50,,
August,2.65,2.03,3.53,3.58,2.14,4.72,1.61,1.35,3.46,2.75,,
September,0.44,1.42,1.11,2.24,1.51,1.30,0.81,0.48,1.56,3.22,,
October,2.66,1.77,1.61,5.85,0.76,1.89,5.08,5.95,1.34,5.01,,
November,2.14,0.68,1.76,1.82,1.74,3.75,3.51,2.36,1.38,0.86,,
December,4.47,4.30,1.93,1.66,1.89,0.96,1.70,4.08,2.01,3.79,,
Total,26.35,22.92,21.23,39.80,23.87,25.10,28.30,28.10,21.89,29.33,,
Calc annual,26.35,22.92,21.23,39.80,23.87,25.10,28.30,28.10,21.89,29.33,,
Difference,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
