"STAPLETON PARK GARDENS, PONTEFRACT",,,,,,,,,,,,
Grid ref,SE506194,Long,-1.235626,Lat,53.668637,,,,,,,
Station no,ZZ999,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.83,1.31,0.89,1.28,1.92,0.46,2.73,0.70,0.84,0.74,,
February,3.54,1.35,1.28,1.33,3.41,0.49,1.05,1.07,-999.00,0.45,,
March,0.72,1.61,0.77,2.36,1.61,1.80,0.97,1.11,2.44,2.77,,
April,0.89,1.22,2.09,1.33,1.69,2.04,0.75,1.40,2.26,2.00,,
May,1.45,0.87,3.83,3.80,2.21,0.60,1.61,3.33,2.35,-999.00,,
June,3.47,1.04,1.46,1.60,0.47,2.14,1.11,2.63,1.12,3.73,,
July,2.11,3.12,1.92,2.47,1.09,1.26,1.53,2.56,2.54,2.73,,
August,4.81,1.17,3.59,2.51,3.53,3.74,2.42,1.55,1.86,2.95,,
September,0.30,0.92,0.78,3.11,1.00,0.85,0.52,0.79,1.46,-999.00,,
October,3.14,2.02,2.45,6.28,0.63,1.42,4.60,5.14,0.93,1.69,,
November,2.35,3.12,1.44,1.41,0.97,2.93,2.70,2.39,0.73,0.11,,
December,2.93,3.72,1.59,0.63,1.27,0.20,2.40,2.35,0.97,4.53,,
Total,28.54,21.47,21.29,28.11,19.80,17.93,22.39,25.02,18.51,25.29,,
Calc annual,28.54,21.47,22.09,28.11,19.80,17.93,22.39,25.02,17.50,21.70,,
Difference,-0.00,0.00,-0.80,0.00,0.00,0.00,0.00,-0.00,1.01,3.59,,
