"WOKINGHAM STAVERTON",,,,,,,,,,,,
Grid ref,SU817682,Long,-0.826778,Lat,51.406951,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,1.11,0.71,2.62,2.69,0.71,3.81,0.75,1.57,0.72,,
February,,1.58,1.03,1.14,2.95,0.49,1.84,1.33,1.16,0.52,,
March,,1.65,1.97,3.51,1.21,3.67,1.46,0.93,2.60,3.69,,
April,,2.24,0.87,2.24,1.30,1.99,0.63,2.85,3.86,1.92,,
May,,0.63,2.21,3.45,3.08,1.24,2.40,1.52,1.38,1.46,,
June,,1.81,2.87,5.91,0.87,4.08,2.22,1.73,0.91,4.14,,
July,,4.11,0.82,3.65,1.91,0.49,0.46,1.06,1.90,2.36,,
August,,2.41,3.20,2.79,1.75,3.00,1.17,1.92,2.69,2.25,,
September,,1.12,0.45,2.09,1.57,2.24,1.21,0.77,1.66,3.05,,
October,,2.07,1.35,7.46,1.45,1.47,4.72,4.80,2.26,5.21,,
November,,0.39,2.55,1.66,1.83,3.03,3.86,2.22,0.89,0.52,,
December,,3.66,1.47,2.45,2.60,0.86,2.12,3.46,2.53,2.51,,
Total,,22.78,19.50,38.97,23.21,23.27,25.90,23.34,23.41,28.35,,
Calc annual,0.00,22.78,19.50,38.97,23.21,23.27,25.90,23.34,23.41,28.35,,
Difference,NaN,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,,
