"BURNSALL THORPE FELL",,,,,,,,,,,,
Grid ref,SE007597,Long,-1.990804,Lat,54.033285,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.77,2.95,2.57,3.97,3.49,1.73,5.27,2.02,3.87,2.07,,
February,5.05,1.93,1.77,4.21,3.27,1.92,2.87,2.12,3.10,3.09,,
March,0.97,2.82,2.47,5.19,2.23,3.12,2.93,3.48,4.28,4.10,,
April,2.30,2.37,1.79,2.07,3.59,3.27,1.17,2.57,2.76,3.74,,
May,1.53,1.44,2.73,3.07,3.84,0.65,5.40,3.77,3.26,2.88,,
June,3.79,1.20,1.53,1.87,2.30,2.07,2.03,7.28,5.17,3.10,,
July,3.00,1.84,3.21,4.57,1.77,1.52,2.06,2.78,5.25,5.83,,
August,5.98,3.04,2.74,4.51,3.98,4.73,4.70,3.97,3.67,3.63,,
September,1.75,2.67,1.87,4.10,1.63,3.72,1.12,0.87,4.73,3.84,,
October,5.64,2.88,3.79,10.23,1.77,3.04,6.27,6.23,2.80,4.46,,
November,4.73,5.18,2.83,2.53,3.71,4.37,5.15,2.78,3.22,2.37,,
December,4.67,5.06,3.33,2.37,2.93,1.27,3.15,5.86,3.42,5.97,,
Total,44.18,33.38,30.63,48.69,34.51,31.41,42.12,43.73,45.53,45.08,,
Calc annual,44.18,33.38,30.63,48.69,34.51,31.41,42.12,43.73,45.53,45.08,,
Difference,-0.00,0.00,-0.00,-0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,,
