"HARROGATE HARLOW HILL RESERVOIR NO 2",,,,,,,,,,,,
Grid ref,SE287542,Long,-1.563841,Lat,53.983063,,,,,,,
Station no,3358,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,0.94,,,,
February,,,,,,,,1.35,,,,
March,,,,,,,,2.10,,,,
April,,,,,,,,1.14,,,,
May,,,,,,,,4.34,,,,
June,,,,,,,,3.10,,,,
July,,,,,,,,2.03,,,,
August,,,,,,,,1.75,,,,
September,,,,,,,,0.94,,,,
October,,,,,,,,6.12,,,,
November,,,,,,,,2.56,,,,
December,,,,,,,,3.27,,,,
Total,,,,,,,,29.64,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.64,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,NaN,NaN,,
