"BOTLEY FAIRFIELD CURDRIDGE",,,,,,,,,,,,
Grid ref,SU533138,Long,-1.243085,Lat,50.921205,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.52,1.62,1.40,2.31,,,,,,,,
February,4.08,1.73,1.94,1.92,,,,,,,,
March,1.07,2.34,2.34,3.31,,,,,,,,
April,1.48,2.67,1.62,2.86,,,,,,,,
May,1.36,0.84,3.07,3.34,,,,,,,,
June,2.92,2.18,3.79,2.87,,,,,,,,
July,0.74,3.30,1.85,2.97,,,,,,,,
August,2.91,2.13,4.03,4.02,,,,,,,,
September,1.03,2.00,0.78,2.49,,,,,,,,
October,2.69,3.12,2.51,10.24,,,,,,,,
November,3.32,0.41,3.75,1.82,,,,,,,,
December,4.11,4.87,1.91,3.83,,,,,,,,
Total,29.23,27.21,28.99,41.98,,,,,,,,
Calc annual,29.23,27.21,28.99,41.98,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
