"DEPTFORD TELEGRAPH HILL",,,,,,,,,,,,
Grid ref,TQ358761,Long,-0.046337,Lat,51.467582,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,1.12,3.71,0.95,1.39,0.91,,
February,,,,,,0.62,1.77,1.25,1.41,0.36,,
March,,,,,,3.74,1.06,1.09,2.26,2.87,,
April,,,,,,1.58,0.76,3.45,1.76,1.53,,
May,,,,,,1.02,1.34,1.98,2.06,1.02,,
June,,,,,,4.30,2.63,2.85,2.38,3.15,,
July,,,,,2.08,0.68,0.54,1.30,3.42,2.81,,
August,,,,,1.42,3.10,1.23,2.28,3.47,1.41,,
September,,,,,1.22,2.00,2.00,2.18,1.52,1.83,,
October,,,,,1.66,0.94,3.22,3.29,2.08,3.17,,
November,,,,,1.80,3.25,3.91,2.43,0.91,0.67,,
December,,,,,2.24,0.63,1.75,2.75,2.04,1.82,,
Total,,,,,,22.98,23.92,25.80,24.70,21.55,,
Calc annual,0.00,0.00,0.00,0.00,10.42,22.98,23.92,25.80,24.70,21.55,,
Difference,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,-0.00,,
