"CHORLTON-CUM-HARDY (SEWAGE WORKS)",,,,,,,,,,,,
Grid ref,SJ810945,Long,-2.287537,Lat,53.446919,,,,,,,
Station no,2931,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,4.16,1.44,2.11,1.46,,
February,,,,,,,2.93,1.46,2.44,1.09,,
March,,,,,,,2.71,2.52,2.44,2.50,,
April,,,,,,2.32,1.71,0.94,1.92,2.57,,
May,,,,,,0.73,2.91,3.64,2.13,1.30,,
June,,,,,,2.37,1.33,5.25,1.93,1.85,,
July,,,,,,2.37,1.92,3.68,4.16,3.73,,
August,,,,,,4.05,2.30,3.63,3.07,3.32,,
September,,,,,,2.29,1.68,0.78,2.60,1.99,,
October,,,,,,2.69,4.97,3.10,1.44,4.68,,
November,,,,,,3.04,2.46,2.31,2.73,0.86,,
December,,,,,,0.55,3.44,2.42,2.46,5.66,,
Total,,,,,,,32.52,31.17,29.43,31.01,,
Calc annual,0.00,0.00,0.00,0.00,0.00,20.41,32.52,31.17,29.43,31.01,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,-0.00,0.00,,
