"BLANDFORD, WHATCOMBE HO",,,,,,,,,,,,
Grid ref,ST837012,Long,-2.232712,Lat,50.810119,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,5.14,2.43,1.19,,,,,,,,,
February,6.16,1.56,2.17,,,,,,,,,
March,1.12,2.35,2.39,,,,,,,,,
April,1.56,3.10,2.23,,,,,,,,,
May,1.67,1.23,2.36,,,,,,,,,
June,2.35,1.93,,,,,,,,,,
July,0.73,1.70,,,,,,,,,,
August,2.78,2.51,,,,,,,,,,
September,1.39,5.19,,,,,,,,,,
October,3.46,2.61,,,,,,,,,,
November,4.26,0.82,,,,,,,,,,
December,6.93,5.71,,,,,,,,,,
Total,37.55,31.14,,,,,,,,,,
Calc annual,37.55,31.14,10.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
