"CAVERSHAM YARD",,,,,,,,,,,,
Grid ref,SU707749,Long,-0.983562,Lat,51.468661,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.67,0.79,,,,,,,,,,
February,3.03,1.03,,,,,,,,,,
March,0.72,1.26,,,,,,,,,,
April,0.85,2.02,,,,,,,,,,
May,1.31,0.33,,,,,,,,,,
June,2.46,1.53,,,,,,,,,,
July,0.76,2.27,,,,,,,,,,
August,2.67,2.11,,,,,,,,,,
September,0.37,1.39,,,,,,,,,,
October,2.58,1.60,,,,,,,,,,
November,2.05,0.30,,,,,,,,,,
December,3.03,3.26,,,,,,,,,,
Total,22.50,17.89,,,,,,,,,,
Calc annual,22.50,17.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
