"FERNHURST BLACKDOWN HOUSE",,,,,,,,,,,,
Grid ref,SU917286,Long,-0.693166,Lat,51.049439,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.97,1.16,1.23,2.92,4.83,1.20,6.54,1.07,1.70,0.98,,
February,6.46,1.70,1.77,2.02,4.51,0.68,3.02,1.26,0.92,0.22,,
March,0.83,2.41,2.12,3.64,1.36,4.44,1.46,0.84,2.56,4.20,,
April,0.88,2.74,1.33,2.65,1.70,1.40,0.72,4.41,2.48,1.62,,
May,0.88,1.00,2.92,3.42,3.54,0.73,1.94,1.98,2.12,2.50,,
June,3.83,1.44,2.82,4.72,0.99,4.19,1.32,2.08,1.25,2.88,,
July,0.85,3.12,1.63,3.25,1.76,0.77,0.76,1.58,2.74,2.60,,
August,3.25,1.98,4.12,5.79,1.93,2.86,0.68,2.33,4.00,2.48,,
September,0.79,1.50,1.10,3.86,2.34,2.07,2.10,0.58,3.17,3.00,,
October,3.11,2.72,2.89,8.77,3.05,1.50,5.38,7.71,2.85,7.38,,
November,3.68,0.80,3.60,2.49,1.40,4.56,5.12,2.76,0.98,0.44,,
December,4.25,5.06,1.68,2.67,3.64,0.64,2.30,3.69,3.21,4.11,,
Total,32.78,25.63,27.21,46.20,31.05,25.04,31.34,30.29,27.98,32.41,,
Calc annual,32.78,25.63,27.21,46.20,31.05,25.04,31.34,30.29,27.98,32.41,,
Difference,0.00,0.00,-0.00,-0.00,0.00,0.00,-0.00,-0.00,-0.00,0.00,,
