"CHERINGTON RECTORY",,,,,,,,,,,,
Grid ref,ST905986,Long,-2.138818,Lat,51.686076,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,0.97,,
February,,,,,,,,,,0.52,,
March,,,,,,,,,2.59,3.35,,
April,,,,,,,,,,2.65,,
May,,,,,,,,,,1.25,,
June,,,,,,,,,,3.27,,
July,,,,,,,,,,2.37,,
August,,,,,,,,,,2.81,,
September,,,,,,,,,,2.79,,
October,,,,,,,,,,4.71,,
November,,,,,,,,,,1.01,,
December,,,,,,,,,2.01,3.79,,
Total,,,,,,,,,,29.49,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.60,29.49,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
