"LINCOLN MONK'S ROAD - SESSION HOUSE",,,,,,,,,,,,
Grid ref,SK978714,Long,-0.536336,Lat,53.230644,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,1.74,0.87,2.57,0.91,1.00,1.21,,
February,,,,,2.54,0.55,2.05,1.41,1.81,0.52,,
March,,,,,1.66,1.59,1.40,1.31,2.14,3.10,,
April,,,,,0.85,1.54,0.80,1.50,2.69,1.65,,
May,,,,,2.20,0.51,1.14,3.59,2.21,0.86,,
June,,,,,0.42,2.59,1.92,2.33,1.39,2.85,,
July,,,,,2.90,1.06,1.46,1.54,2.56,3.80,,
August,,,,,2.98,2.97,2.04,2.08,1.97,4.23,,
September,,,,,1.71,1.80,0.79,0.61,1.55,1.52,,
October,,,,,0.34,1.78,4.70,5.45,0.85,2.83,,
November,,,,,0.86,2.39,2.60,2.00,1.11,0.23,,
December,,,,,1.52,0.58,2.06,1.74,1.47,4.51,,
Total,,,,,19.72,18.23,23.53,24.47,20.75,27.31,,
Calc annual,0.00,0.00,0.00,0.00,19.72,18.23,23.53,24.47,20.75,27.31,,
Difference,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,-0.00,-0.00,,
