"GREENHITHE HMS WORCESTER",,,,,,,,,,,,
Grid ref,TQ588753,Long,0.284162,Lat,51.454414,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,4.02,0.87,0.39,2.12,,,,,
February,,,,0.68,1.01,0.51,1.15,,,,,
March,,,,0.80,0.96,1.13,0.48,,,,,
April,,,,1.23,1.41,1.81,0.27,,,,,
May,,,,1.47,0.83,0.47,0.84,,,,,
June,,,,3.90,1.18,3.13,1.78,,,,,
July,,,,5.23,1.26,0.77,0.40,,,,,
August,,,,2.09,0.48,1.98,0.37,,,,,
September,,,,1.12,1.07,1.44,1.31,,,,,
October,,,,2.82,1.10,0.58,2.94,,,,,
November,,,,1.55,0.87,1.41,2.98,,,,,
December,,,,0.84,1.54,0.53,0.91,,,,,
Total,,,,25.75,12.58,14.15,15.55,,,,,
Calc annual,0.00,0.00,0.00,25.75,12.58,14.15,15.55,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,0.00,0.00,0.00,0.00,NaN,NaN,NaN,,
