"UTTOXETER BROOK HOUSE",,,,,,,,,,,,
Grid ref,SK095329,Long,-1.860238,Lat,52.893467,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.67,2.34,1.64,2.37,,,,,,,,
February,4.40,1.47,1.92,1.47,,,,,,,,
March,0.73,2.47,1.98,3.97,,,,,,,,
April,1.63,2.13,2.32,1.97,,,,,,,,
May,1.96,0.81,2.46,3.00,,,,,,,,
June,5.00,2.44,1.62,1.22,,,,,,,,
July,2.67,3.48,2.02,3.89,,,,,,,,
August,4.81,2.19,3.74,4.64,,,,,,,,
September,1.14,0.92,2.17,4.33,,,,,,,,
October,3.25,2.50,2.81,6.25,,,,,,,,
November,2.74,2.19,2.22,3.30,,,,,,,,
December,4.69,5.36,2.34,1.88,,,,,,,,
Total,37.69,28.30,27.24,38.29,,,,,,,,
Calc annual,37.69,28.30,27.24,38.29,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,-0.00,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
