"COMPTON MARTIN",,,,,,,,,,,,
Grid ref,ST545574,Long,-2.654213,Lat,51.313881,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,1.81,,
February,,,,,,,,,,0.92,,
March,,,,,,,,,,4.21,,
April,,,,,,,,,,3.36,,
May,,,,,,,,,,2.75,,
June,,,,,,,,,,3.36,,
July,,,,,,,,,,2.90,,
August,,,,,,,,,,2.79,,
September,,,,,,,,,,3.56,,
October,,,,,,,,,,7.43,,
November,,,,,,,,,1.46,1.89,,
December,,,,,,,,,3.58,7.09,,
Total,,,,,,,,,,42.07,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.04,42.07,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
