"STALYBRIDGE MARKET GROUND YARD",,,,,,,,,,,,
Grid ref,SJ964984,Long,-2.055716,Lat,53.482307,,,,,,,
Station no,2751,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,2.05,,
February,,,,,,,,,,2.34,,
March,,,,,,,,,,2.99,,
April,,,,,,,,,,3.40,,
May,,,,,,,,,,2.04,,
June,,,,,,,,,,2.64,,
July,,,,,,,,,,6.13,,
August,,,,,,,,,,3.32,,
September,,,,,,,,,,2.75,,
October,,,,,,,,,,6.04,,
November,,,,,,,,,,1.42,,
December,,,,,,,,,,6.90,,
Total,,,,,,,,,,42.02,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.02,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
