"BARNSLEY BECKETT SQUARE + JORDAN HILL",,,,,,,,,,,,
Grid ref,SE336070,Long,-1.494246,Lat,53.558552,,,,,,,
Station no,3171,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.97,1.70,0.86,2.19,2.38,0.52,3.00,0.97,1.51,1.25,,
February,4.37,1.40,1.42,1.41,4.27,0.98,2.07,1.74,1.53,0.67,,
March,0.81,2.26,0.76,2.98,1.87,2.00,1.29,1.69,2.58,3.29,,
April,0.77,1.26,2.39,1.51,1.34,2.32,0.68,1.36,1.87,1.54,,
May,1.07,1.09,2.45,3.34,3.10,0.54,1.85,3.68,2.54,1.96,,
June,3.07,0.87,1.80,1.64,0.96,2.33,1.54,3.04,1.49,4.35,,
July,2.78,4.41,1.72,3.20,1.64,1.42,2.73,1.28,2.28,3.88,,
August,5.52,0.98,3.34,4.87,3.69,3.36,1.43,1.62,2.10,1.73,,
September,0.18,0.99,1.27,3.15,0.75,0.96,0.62,0.45,1.65,2.68,,
October,3.06,1.42,2.59,6.68,0.45,1.83,5.17,4.91,1.04,1.92,,
November,2.04,3.21,1.75,1.16,0.83,3.60,3.14,2.81,0.92,0.47,,
December,2.99,4.98,2.05,1.02,1.30,0.48,1.80,2.04,1.30,5.38,,
Total,29.63,24.57,22.40,33.15,22.58,20.34,25.32,25.59,20.81,29.12,,
Calc annual,29.63,24.57,22.40,33.15,22.58,20.34,25.32,25.59,20.81,29.12,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
