"GOSPORT AIR COMPRESSION STATION",,,,,,,,,,,,
Grid ref,SU599000,Long,-1.151453,Lat,50.796477,,,,,,,
Station no,674,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,0.65,0.97,1.26,,
February,,,,,,,,0.90,1.04,0.31,,
March,,,,,,,,0.28,2.52,4.36,,
April,,,,,,,,3.54,2.19,1.45,,
May,,,,,,,,2.46,2.15,1.34,,
June,,,,,,,,2.04,0.65,5.53,,
July,,,,,,,,1.14,1.31,1.91,,
August,,,,,,,,1.15,2.52,2.19,,
September,,,,,,,,0.54,1.27,4.01,,
October,,,,,,,,6.64,2.71,7.76,,
November,,,,,,,,2.33,1.36,0.66,,
December,,,,,,,,2.94,3.30,4.62,,
Total,,,,,,,,24.60,22.02,35.41,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.60,22.02,35.41,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,,
