"BLACKSTONE EDGE CANAL SUMMIT",,,,,,,,,,,,
Grid ref,SD947187,Long,-2.081685,Lat,53.664755,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,5.40,2.20,3.30,3.30,3.30,1.30,4.40,1.66,3.46,2.10,,
February,3.60,0.90,1.30,2.80,3.10,1.40,2.50,1.85,2.32,1.58,,
March,0.90,2.90,1.50,5.10,1.80,3.00,3.20,3.35,2.79,2.78,,
April,2.00,2.20,1.90,1.30,2.40,2.20,1.30,2.08,2.27,3.73,,
May,1.60,1.60,2.50,3.60,1.60,0.50,1.90,3.48,2.46,1.98,,
June,3.60,1.50,1.30,1.20,1.60,2.00,2.20,6.98,2.08,2.52,,
July,2.40,1.70,2.20,4.40,1.30,2.60,1.90,2.64,3.89,5.32,,
August,5.60,2.00,2.80,4.30,4.70,5.60,3.90,3.42,3.46,3.03,,
September,1.40,0.90,2.00,5.30,0.80,1.70,0.80,0.97,3.44,2.75,,
October,5.20,2.70,4.30,8.10,1.40,2.60,6.40,4.94,2.27,4.59,,
November,3.20,5.60,2.00,2.30,2.40,3.40,3.70,3.39,2.08,0.91,,
December,4.60,5.10,3.10,2.10,2.30,0.70,2.80,3.85,2.30,6.30,,
Total,39.50,29.30,28.20,43.80,26.70,27.00,35.00,38.61,32.82,37.59,,
Calc annual,39.50,29.30,28.20,43.80,26.70,27.00,35.00,38.61,32.82,37.59,,
Difference,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
