"HAYES SEWAGE WORKS",,,,,,,,,,,,
Grid ref,TQ107799,Long,-0.406334,Lat,51.507198,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,0.84,,
February,,,,,,,,,,0.27,,
March,,,,,,,,,3.57,2.54,,
April,,,,,,,,,2.10,1.57,,
May,,,,,,,,,1.73,1.38,,
June,,,,,,,,,1.55,3.77,,
July,,,,,,,,,2.63,3.26,,
August,,,,,,,,,2.54,1.58,,
September,,,,,,,,,1.56,2.42,,
October,,,,,,,,,2.45,3.63,,
November,,,,,,,,,0.76,0.74,,
December,,,,,,,,,2.01,2.46,,
Total,,,,,,,,,,24.46,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.90,24.46,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
