"ROUGHRIGG RESERVOIR NO 2",,,,,,,,,,,,
Grid ref,NS804641,Long,-3.912166,Lat,55.855212,,,,,,,
Station no,5182,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.95,1.59,,,,,,,,,,
February,2.38,1.22,,,,,,,,,,
March,0.63,2.13,,,,,,,,,,
April,1.58,1.50,,,,,,,,,,
May,1.79,2.22,,,,,,,,,,
June,5.34,2.43,,,,,,,,,,
July,2.79,1.61,,,,,,,,,,
August,4.06,4.25,,,,,,,,,,
September,2.99,1.72,,,,,,,,,,
October,4.67,3.74,,,,,,,,,,
November,7.09,2.72,,,,,,,,,,
December,3.26,3.40,,,,,,,,,,
Total,39.53,28.53,,,,,,,,,,
Calc annual,39.53,28.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
