"CHELTENHAM HEATH LODGE",,,,,,,,,,,,
Grid ref,SO956228,Long,-2.065361,Lat,51.903722,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.02,1.37,0.79,3.33,,,,,,,,
February,6.34,1.39,1.01,1.33,,,,,,,,
March,1.29,2.16,1.78,3.23,,,,,,,,
April,0.79,2.86,2.18,1.83,,,,,,,,
May,2.12,1.24,2.42,4.16,,,,,,,,
June,1.73,2.07,3.14,3.99,,,,,,,,
July,1.74,2.18,1.15,4.55,,,,,,,,
August,3.13,1.69,3.43,2.87,,,,,,,,
September,0.53,1.51,1.63,2.50,,,,,,,,
October,2.70,1.23,2.55,6.81,,,,,,,,
November,1.77,1.53,2.15,1.85,,,,,,,,
December,5.11,4.53,1.81,1.51,,,,,,,,
Total,30.27,23.76,24.04,37.96,,,,,,,,
Calc annual,30.27,23.76,24.04,37.96,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
