"BELVOIR CASTLE",,,,,,,,,,,,
Grid ref,SK820337,Long,-0.782557,Lat,52.894504,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.77,,,,,,,,,,,
February,3.80,,,,,,,,,,,
March,0.63,,,,,,,,,,,
April,0.98,,,,,,,,,,,
May,1.43,,,,,,,,,,,
June,1.72,,,,,,,,,,,
July,1.17,,,,,,,,,,,
August,3.55,,,,,,,,,,,
September,0.39,,,,,,,,,,,
October,1.75,,,,,,,,,,,
November,1.75,,,,,,,,,,,
December,3.68,,,,,,,,,,,
Total,23.62,,,,,,,,,,,
Calc annual,23.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
