"KNIGHTON",,,,,,,,,,,,
Grid ref,SO283724,Long,-3.053937,Lat,52.344967,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.47,2.82,,,,,,,,,,
February,5.51,1.23,,,,,,,,,,
March,1.78,3.58,,,,,,,,,,
April,1.80,2.60,,,,,,,,,,
May,3.39,1.26,,,,,,,,,,
June,3.06,1.68,,,,,,,,,,
July,2.48,2.86,,,,,,,,,,
August,3.33,1.58,,,,,,,,,,
September,1.01,1.76,,,,,,,,,,
October,3.88,2.39,,,,,,,,,,
November,3.30,1.87,,,,,,,,,,
December,5.41,6.53,,,,,,,,,,
Total,39.42,30.16,,,,,,,,,,
Calc annual,39.42,30.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
