"CHOBHAM THE ELMS",,,,,,,,,,,,
Grid ref,SU974619,Long,-0.602849,Lat,51.347844,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.28,0.99,1.06,2.78,2.81,0.92,4.02,0.66,,,,
February,3.85,1.14,1.06,1.43,3.63,0.92,2.09,1.60,,,,
March,1.34,2.42,2.09,3.16,1.63,3.98,1.50,1.06,,,,
April,0.96,2.10,1.14,2.02,1.46,1.53,0.53,3.71,,,,
May,1.19,0.65,2.67,3.68,2.98,0.73,2.24,1.54,,,,
June,2.24,1.07,4.68,7.37,1.29,4.79,2.30,2.82,,,,
July,1.27,2.49,1.20,6.08,2.06,0.46,0.19,1.41,,,,
August,2.53,1.91,3.86,3.94,1.59,3.04,0.87,2.45,,,,
September,0.60,1.53,1.31,3.07,1.75,2.24,1.58,0.80,,,,
October,1.97,2.32,2.15,7.11,1.77,1.69,4.97,4.79,,,,
November,1.26,0.61,2.41,2.46,1.73,3.21,4.19,2.60,,,,
December,2.40,3.65,1.43,2.16,2.68,0.87,2.58,3.57,,,,
Total,22.89,20.88,25.06,45.26,25.38,24.38,27.06,27.01,,,,
Calc annual,22.89,20.88,25.06,45.26,25.38,24.38,27.06,27.01,0.00,0.00,,
Difference,0.00,0.00,0.00,-0.00,-0.00,-0.00,-0.00,0.00,NaN,NaN,,
