"DUNFORD BRIDGE STATION",,,,,,,,,,,,
Grid ref,SE158024,Long,-1.763181,Lat,53.518040,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,7.42,2.86,3.74,4.40,4.57,3.40,4.80,2.14,3.50,2.97,,
February,3.01,1.14,1.02,6.08,6.29,2.94,3.76,3.20,2.59,3.01,,
March,0.61,3.72,2.43,7.78,2.89,5.42,3.99,3.77,4.21,3.79,,
April,2.33,2.42,2.69,2.87,3.62,3.39,1.34,3.57,2.88,3.11,,
May,1.91,1.25,3.18,4.30,3.41,0.53,3.26,5.81,3.09,2.25,,
June,3.10,1.19,1.94,1.86,1.13,1.56,1.75,6.81,2.45,4.96,,
July,3.85,5.95,2.77,2.95,1.74,1.62,3.22,3.07,3.85,6.17,,
August,6.07,1.84,4.09,6.17,5.11,4.19,3.31,3.41,3.70,3.19,,
September,0.95,0.76,2.22,6.22,1.39,2.33,1.33,0.83,3.20,3.85,,
October,5.84,3.04,5.69,10.87,1.31,4.08,9.31,7.86,1.64,6.03,,
November,3.19,6.92,3.20,3.84,4.94,6.51,5.06,4.53,2.81,2.43,,
December,6.88,7.04,5.05,3.11,3.51,1.48,5.61,4.64,2.63,7.63,,
Total,45.16,38.13,38.02,60.45,39.91,37.45,46.74,49.64,36.55,49.39,,
Calc annual,45.16,38.13,38.02,60.45,39.91,37.45,46.74,49.64,36.55,49.39,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
