"BLAGDON (PUMPING STATION)",,,,,,,,,,,,
Grid ref,ST500600,Long,-2.719139,Lat,51.336879,,,,,,,
Station no,2034,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,0.81,5.40,1.82,1.50,1.38,,
February,,,,,,1.13,3.01,1.90,1.73,0.77,,
March,,,,,,6.57,2.29,1.02,3.41,3.72,,
April,,,,,,3.18,1.35,4.08,3.02,3.14,,
May,,,,,,0.13,3.67,2.96,1.60,2.41,,
June,,,,,,4.25,2.53,3.33,0.81,3.73,,
July,,,,,,0.95,1.27,3.78,2.98,3.33,,
August,,,,,,4.55,2.85,3.50,5.57,2.36,,
September,,,,,,2.14,0.92,0.70,2.25,2.66,,
October,,,,,,2.47,5.62,6.40,1.49,7.21,,
November,,,,,,3.46,3.54,3.26,1.20,1.43,,
December,,,,,,1.32,1.74,6.43,3.06,5.73,,
Total,,,,,,30.96,34.19,39.18,28.62,37.87,,
Calc annual,0.00,0.00,0.00,0.00,0.00,30.96,34.19,39.18,28.62,37.87,,
Difference,NaN,NaN,NaN,NaN,NaN,0.00,-0.00,0.00,0.00,-0.00,,
