"STOKE STANLEY RESERVOIR",,,,,,,,,,,,
Grid ref,SJ929519,Long,-2.107402,Lat,53.064295,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.29,1.72,1.96,2.31,1.68,0.79,4.12,0.35,,,,
February,2.79,1.13,0.95,1.17,2.22,0.94,2.01,1.51,,,,
March,0.37,2.40,1.97,3.43,1.04,2.11,1.82,1.40,,,,
April,1.94,2.34,2.30,1.15,1.70,1.97,1.54,0.75,,,,
May,1.18,1.02,3.28,2.51,1.58,0.48,3.15,5.03,,,,
June,4.39,1.37,1.57,0.77,1.09,1.36,2.02,4.22,,,,
July,2.77,2.55,1.58,3.04,1.72,2.63,0.42,1.86,,,,
August,3.80,2.46,3.16,4.78,3.54,2.90,2.30,3.63,,,,
September,0.95,0.54,1.61,4.29,0.91,1.33,1.62,0.56,,,,
October,3.29,2.60,2.54,6.83,1.22,2.41,4.25,2.28,,,,
November,1.88,2.92,1.47,2.97,0.88,2.32,2.40,1.36,,,,
December,4.85,2.72,1.54,1.01,0.92,0.35,2.98,1.71,,,,
Total,32.50,23.77,23.93,34.26,18.50,19.59,28.63,24.66,,,,
Calc annual,32.50,23.77,23.93,34.26,18.50,19.59,28.63,24.66,0.00,0.00,,
Difference,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,NaN,NaN,,
