"CRAWLEY DOWN THE GRANGE",,,,,,,,,,,,
Grid ref,TQ346370,Long,-0.078330,Lat,51.116489,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,1.71,1.38,,
February,,,,,,,,,1.40,0.48,,
March,,,,,,,,,3.47,4.35,,
April,,,,,,,,,2.57,1.64,,
May,,,,,,,,,2.16,1.61,,
June,,,,,,,,,1.54,3.66,,
July,,,,,,,,,3.70,3.50,,
August,,,,,,,,,4.99,2.90,,
September,,,,,,,,,1.06,3.39,,
October,,,,,,,,,1.86,6.99,,
November,,,,,,,,,1.36,1.25,,
December,,,,,,,,,3.97,4.96,,
Total,,,,,,,,,29.79,36.11,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.79,36.11,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,,
