"CIRENCESTER FURTHER BARTON",,,,,,,,,,,,
Grid ref,SP012038,Long,-1.984024,Lat,51.732911,,,,,,,
Station no,ZZ999,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.29,1.43,1.41,3.48,3.99,0.94,4.58,1.23,1.55,1.35,,
February,5.82,1.04,1.37,1.69,4.98,0.87,2.09,1.72,1.19,0.57,,
March,1.03,2.33,2.04,4.16,1.60,4.53,2.00,1.23,2.96,4.02,,
April,1.01,3.15,2.08,2.45,1.47,2.70,0.89,3.32,2.88,2.09,,
May,1.91,1.37,2.15,5.08,3.13,0.32,2.23,2.57,2.19,1.63,,
June,2.38,2.28,2.93,4.87,1.18,4.30,3.35,2.65,0.90,4.12,,
July,1.36,2.78,1.06,3.65,3.47,0.58,1.45,3.65,2.13,2.45,,
August,4.11,2.55,3.90,3.76,2.79,4.67,1.23,2.38,4.01,3.78,,
September,0.50,3.06,1.89,3.71,2.98,1.62,0.74,0.76,2.34,3.20,,
October,3.20,1.78,2.38,7.61,0.71,1.73,5.58,6.46,1.81,5.21,,
November,2.82,1.01,2.62,2.79,1.93,3.94,3.29,2.45,1.52,1.03,,
December,6.38,5.28,2.70,1.94,2.17,0.96,2.45,4.72,2.64,4.50,,
Total,33.81,28.06,26.53,45.19,30.40,27.16,29.88,33.14,26.12,33.95,,
Calc annual,33.81,28.06,26.53,45.19,30.40,27.16,29.88,33.14,26.12,33.95,,
Difference,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
