"SKIPTON CHELKER RESERVOIR",,,,,,,,,,,,
Grid ref,SE056515,Long,-1.916142,Lat,53.959558,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.37,1.93,1.70,3.38,2.61,1.31,4.21,1.22,2.66,1.61,,
February,3.45,1.14,0.91,4.48,2.92,1.58,2.09,2.04,2.41,2.02,,
March,0.56,2.24,2.01,5.01,1.59,3.14,1.98,3.09,3.47,2.39,,
April,1.75,2.41,1.40,1.61,2.23,2.06,1.39,1.99,2.16,2.82,,
May,1.36,0.92,2.53,2.46,3.31,0.36,3.31,3.01,2.54,2.24,,
June,4.42,1.32,0.95,1.55,1.58,2.52,2.32,4.75,1.07,2.41,,
July,2.90,1.49,2.33,4.49,1.75,1.33,2.94,2.39,3.94,4.24,,
August,6.15,1.77,2.23,4.90,3.54,3.80,3.18,2.97,2.58,3.14,,
September,1.47,1.38,1.38,4.52,0.99,2.29,0.78,0.69,3.80,2.36,,
October,4.82,2.91,3.38,7.56,0.90,2.70,5.42,5.74,1.92,2.60,,
November,3.75,4.47,2.53,2.20,3.03,4.05,4.14,2.12,2.60,1.29,,
December,3.76,4.36,3.32,1.93,2.25,0.63,2.75,4.12,2.30,4.10,,
Total,38.76,26.34,24.67,44.09,26.70,25.77,34.51,34.13,31.45,31.22,,
Calc annual,38.76,26.34,24.67,44.09,26.70,25.77,34.51,34.13,31.45,31.22,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,,
