"BOLTON HEATON RES",,,,,,,,,,,,
Grid ref,SD682089,Long,-2.481719,Lat,53.575727,,,,,,,
Station no,2847,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,5.88,3.24,4.36,2.91,3.79,2.23,6.34,2.41,3.81,2.55,,
February,3.45,2.04,1.98,3.94,3.81,2.92,4.43,2.30,4.32,1.88,,
March,0.94,3.00,2.90,4.28,2.35,3.84,3.49,4.11,3.66,3.79,,
April,2.60,3.16,2.53,2.08,2.59,3.88,2.46,2.44,2.46,3.97,,
May,2.04,1.17,4.48,3.98,2.75,0.80,4.05,4.44,3.49,3.38,,
June,2.64,2.27,1.96,1.98,1.55,2.57,2.20,8.07,2.67,3.25,,
July,2.48,2.14,4.13,3.84,2.04,2.63,2.10,4.13,5.59,7.07,,
August,6.14,3.00,3.26,5.93,4.75,5.20,5.59,5.46,3.83,3.59,,
September,2.55,1.16,2.36,5.78,1.64,3.23,2.27,1.38,4.93,3.11,,
October,6.92,3.91,5.54,9.50,2.97,4.96,7.14,3.94,2.33,6.36,,
November,4.10,4.67,2.57,5.25,3.87,4.65,3.79,3.52,3.68,1.96,,
December,5.48,4.77,3.26,2.20,3.54,0.97,5.84,4.26,3.47,7.56,,
Total,45.22,34.53,39.33,51.67,35.65,37.88,49.70,46.46,44.24,48.47,,
Calc annual,45.22,34.53,39.33,51.67,35.65,37.88,49.70,46.46,44.24,48.47,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
