"THE ROYD TODMORDEN",,,,,,,,,,,,
Grid ref,SD936251,Long,-2.098467,Lat,53.722266,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,3.75,,
February,,,,,,,,,,3.69,,
March,,,,,,,,,,4.89,,
April,,,,,,,,,,4.48,,
May,,,,,,,,,,2.44,,
June,,,,,,,,,,2.91,,
July,,,,,,,,,,6.61,,
August,,,,,,,,,,3.37,,
September,,,,,,,,,,2.98,,
October,,,,,,,,,,6.58,,
November,,,,,,,,,,2.19,,
December,,,,,,,,,,7.25,,
Total,,,,,,,,,,51.14,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.14,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
