"EDENBRIDGE BOONS PARK FOUR ELMS",,,,,,,,,,,,
Grid ref,TQ472498,Long,0.106800,Lat,51.228413,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,4.35,,,,,
February,,,,,,,2.11,,,,,
March,,,,,,,1.71,,,,,
April,,,,,,,1.22,,,,,
May,,,,,,,1.40,,,,,
June,,,,,,,1.83,,,,,
July,,,,,,,0.46,,,,,
August,,,,,,,0.80,,,,,
September,,,,,,,1.44,,,,,
October,,,,,,,4.58,,,,,
November,,,,,,,5.34,,,,,
December,,,,,,,2.35,,,,,
Total,,,,,,,27.59,,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,27.59,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,0.00,NaN,NaN,NaN,,
