"BUTTERMERE RECTORY",,,,,,,,,,,,
Grid ref,SU341609,Long,-1.511782,Lat,51.346165,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.51,1.66,0.99,2.81,5.33,0.70,5.34,0.65,2.00,0.97,,
February,4.40,2.25,1.89,1.49,4.40,0.74,3.33,1.94,1.56,0.68,,
March,1.98,2.10,2.29,4.70,2.01,5.20,1.82,1.20,3.97,4.04,,
April,1.78,1.27,1.71,3.21,1.32,2.26,1.01,3.26,3.81,2.16,,
May,1.59,1.33,2.84,5.25,3.34,0.72,2.00,1.98,2.34,1.37,,
June,2.65,1.84,4.14,5.67,1.16,4.50,3.47,2.68,0.77,2.69,,
July,1.22,2.25,1.19,2.74,2.23,0.87,0.40,3.33,1.89,2.81,,
August,3.42,2.23,4.23,5.39,3.32,3.75,0.97,2.80,3.74,3.10,,
September,0.63,2.81,0.96,2.26,1.61,1.56,0.85,0.83,2.92,3.66,,
October,2.80,1.98,2.14,9.15,1.68,2.18,5.93,7.49,1.20,5.73,,
November,3.52,0.87,4.39,2.18,1.76,4.63,4.88,2.99,1.19,0.72,,
December,5.14,6.81,2.08,3.86,2.94,1.16,2.86,4.89,2.82,4.92,,
Total,32.64,27.40,28.85,48.71,31.10,28.27,32.86,34.04,28.21,32.85,,
Calc annual,32.64,27.40,28.85,48.71,31.10,28.27,32.86,34.04,28.21,32.85,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
