"BICKLEIGH ROBOROUGH RESERVOIR",,,,,,,,,,,,
Grid ref,SX506632,Long,-4.105710,Lat,50.449568,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,7.69,3.10,2.49,5.25,7.74,2.46,8.42,2.16,2.58,2.37,,
February,7.20,1.28,2.58,2.64,7.14,1.48,5.55,3.04,3.26,0.62,,
March,2.55,2.98,3.29,7.21,2.55,6.25,1.75,1.42,4.79,6.69,,
April,2.40,4.45,2.28,2.08,2.38,3.41,1.27,6.11,3.28,2.93,,
May,2.35,2.10,2.04,2.93,3.90,0.98,5.15,4.03,2.79,1.37,,
June,4.62,2.04,3.59,1.51,1.65,2.91,1.73,3.62,0.78,3.39,,
July,2.06,1.63,2.65,5.45,6.79,1.02,2.03,2.00,2.98,4.89,,
August,3.88,2.78,3.66,4.99,3.63,5.43,3.65,2.61,4.38,2.34,,
September,1.85,5.08,2.34,5.66,3.32,1.58,1.43,2.19,2.98,1.55,,
October,2.88,3.11,3.72,10.30,2.80,2.30,6.60,8.06,2.55,9.12,,
November,5.45,0.66,7.72,3.07,2.66,7.41,4.11,4.57,2.27,1.53,,
December,7.00,8.60,4.82,6.22,5.69,2.07,4.13,6.17,5.05,7.99,,
Total,49.93,37.81,41.18,57.31,50.25,37.30,45.82,45.98,37.69,44.79,,
Calc annual,49.93,37.81,41.18,57.31,50.25,37.30,45.82,45.98,37.69,44.79,,
Difference,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,-0.00,,
