"SHREWSBURY BERWICK HALL",,,,,,,,,,,,
Grid ref,SJ471148,Long,-2.784766,Lat,52.728241,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.88,1.38,,,,,,,,,,
February,2.30,0.80,,,,,,,,,,
March,,2.23,,,,,,,,,,
April,1.45,1.24,,,,,,,,,,
May,,0.60,,,,,,,,,,
June,3.32,1.27,,,,,,,,,,
July,1.90,5.77,,,,,,,,,,
August,3.11,1.83,,,,,,,,,,
September,0.33,0.88,,,,,,,,,,
October,2.57,1.29,,,,,,,,,,
November,2.32,1.40,,,,,,,,,,
December,,2.48,,,,,,,,,,
Total,,21.17,,,,,,,,,,
Calc annual,22.18,21.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
