"BARNSTEAD, BASING HOUSE",,,,,,,,,,,,
Grid ref,TQ248600,Long,-0.210269,Lat,51.325418,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,1.27,1.71,1.17,,
February,,,,,,,,1.50,0.97,0.74,,
March,,,,,,,,0.50,3.06,3.79,,
April,,,,,,,,3.44,2.67,2.09,,
May,,,,,,,,1.95,2.20,1.29,,
June,,,,,,,,1.91,1.89,3.65,,
July,,,,,,,,1.18,3.50,3.56,,
August,,,,,,,,2.28,3.79,2.37,,
September,,,,,,,,0.52,1.59,3.61,,
October,,,,,,,,4.48,2.40,4.78,,
November,,,,,,,,2.27,0.78,1.01,,
December,,,,,,,,3.46,2.57,3.69,,
Total,,,,,,,,24.76,27.13,31.75,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.76,27.13,31.75,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,-0.00,,
