"FARNBOROUGH THE GRANGE",,,,,,,,,,,,
Grid ref,SU868572,Long,-0.756154,Lat,51.307309,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.82,1.50,0.97,3.28,,,,,,,,
February,4.81,1.57,1.12,1.59,,,,,,,,
March,1.24,2.56,2.37,3.63,,,,,,,,
April,1.20,2.14,1.13,2.53,,,,,,,,
May,1.36,0.82,3.13,3.45,,,,,,,,
June,2.72,1.72,3.85,6.60,,,,,,,,
July,0.98,1.98,1.08,3.97,,,,,,,,
August,3.28,2.02,4.16,3.65,,,,,,,,
September,0.55,1.28,0.76,2.99,,,,,,,,
October,2.18,3.22,2.34,8.47,,,,,,,,
November,2.60,0.72,3.07,2.16,,,,,,,,
December,3.68,4.01,1.68,3.06,,,,,,,,
Total,28.42,23.54,25.66,45.38,,,,,,,,
Calc annual,28.42,23.54,25.66,45.38,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
